topword	middleword	bottomword	chose_topword
a knife	 pain	a leg	0
to read	 dirt	orange	1
 dirt	to read	 child	1
 grief	 gentle	 power	1
 gentle	 grief	 naked	1
to believe	 weak	a picture	1
 weak	to believe	a heel	1
a chair	 week	to arrive	0
 sad	to arrive	 week	0
a roof	 people	a heel	0
 memory	a heel	 people	1
a heel	 memory	to eat	0
 country	to eat	 memory	1
to eat	 country	 money	1
to hear	a story	 child	1
a story	to hear	 life	1
 chest	black	 thick	1
 source	a bed	 meat	1
a bed	 source	a picture	1
yellow	a reason	 noise	0
a roof	 noise	a reason	0
 weak	 dish	a shoe	0
 under	a shoe	 dish	0
to teach	 dirt	a family	0
 memory	a family	 dirt	1
a family	 memory	to read	1
 sick	 cheap	an arm	1
 cheap	 sick	a cheek	0
a pillow	a cheek	 sick	1
a cheek	a pillow	 source	0
a picture	 source	a pillow	0
 clever	 child	a mistake	0
orange	a mistake	 child	0
a family	 dirt	to teach	1
 dirt	a family	 milk	0
red	 milk	a family	1
 milk	red	a month	0
 thin	a month	red	1
a month	 thin	to eat	0
to steal	a cheek	a pillow	0
 source	a pillow	a cheek	0
 clever	 child	a mistake	1
 child	 clever	a shelf	1
a gift	 weak	to eat	0
a shoe	to eat	 weak	0
to sell	to teach	a mistake	1
to teach	to sell	 grief	0
to know	 grief	to sell	0
 noise	to believe	to grow	0
 week	to grow	to believe	1
to grow	 week	 soft	1
brown	a knife	 clothes	1
a knife	brown	a story	0
a nest	a story	brown	1
a story	a nest	a boot	0
to seek	a boot	a nest	0
yellow	a reason	 noise	0
a roof	 noise	a reason	0
orange	a mistake	yellow	1
a mistake	orange	 thick	0
to eat	 thick	orange	1
 thick	to eat	a shoe	0
 under	a shoe	to eat	1
a shoe	 under	a bed	1
to sell	to teach	a mistake	0
orange	a mistake	to teach	0
 power	a shoe	to seek	0
a heel	to seek	a shoe	1
to seek	a heel	 under	0
a bed	 under	a heel	0
to destroy	a vein	 clothes	0
to choose	 clothes	a vein	0
 source	a pillow	 meat	1
a pillow	 source	a picture	0
 money	a picture	 source	0
 money	a picture	a nest	1
a picture	 money	to hear	1
to bother	 sad	a cheek	0
to steal	a cheek	 sad	0
to bother	 sad	a cheek	0
to steal	a cheek	 sad	0
 chest	 famous	a ladder	1
 famous	 chest	to believe	1
a cloud	 weight	a message	1
 weight	a cloud	 hair	0
to lose	 hair	a cloud	0
a boot	a nest	a leg	1
a nest	a boot	to seek	0
 sad	to seek	a boot	0
a shoe	 milk	red	1
 milk	a shoe	 power	0
a ladder	 power	a shoe	0
a picture	 source	yellow	1
 source	a picture	 money	0
to hear	 money	a picture	0
to grow	to believe	yellow	1
to believe	to grow	 week	0
 thin	 week	to grow	0
brown	a knife	 clothes	1
a knife	brown	a collar	0
a toe	a collar	brown	0
 thin	a month	 soft	1
a month	 thin	to eat	0
a shoe	to eat	 thin	0
 noise	 truth	the ground	0
 dirt	the ground	 truth	0
to disturb	 thin	to eat	0
green	to eat	 thin	0
to believe	 chest	a thigh	1
 chest	to believe	to grow	0
 week	to grow	to believe	0
to believe	 chest	a thigh	1
 chest	to believe	to grow	1
 powerful	to win	a message	1
to win	 powerful	 child	1
a nest	a story	a box	1
a story	a nest	a boot	0
to seek	a boot	a nest	0
 famous	to hear	to grow	0
 week	to grow	to hear	0
a word	to carry	a cloud	1
to carry	a word	 dish	0
 weak	 dish	a word	0
 grief	to sell	an arm	0
 truth	an arm	to sell	1
an arm	 truth	the ground	0
 dirt	the ground	 truth	0
 weight	a thigh	to believe	1
a thigh	 weight	a cloud	0
 hair	a cloud	 weight	0
 country	to speak	 famous	1
to speak	 country	 grass	0
a family	 grass	 country	0
 famous	 sad	to bother	0
to deceive	to bother	 sad	0
to speak	white	a nose	1
white	to speak	 country	0
 grass	 country	to speak	0
a shoe	a fish	 people	0
to grow	 people	a fish	0
 soft	 week	 thin	0
to eat	 thin	 week	0
to eat	 thick	to disturb	1
 thick	to eat	a shoe	0
 power	a shoe	to eat	0
a corner	to add	 life	0
to win	 life	to add	0
a month	yellow	a nose	0
a pillow	a nose	yellow	0
an item	gray	a nose	0
a pillow	a nose	gray	0
a family	 dirt	to teach	1
 dirt	a family	 memory	0
to read	 memory	a family	0
a shelf	 clever	a ladder	1
 clever	a shelf	a reason	1
to carry	 clever	a shelf	0
a reason	a shelf	 clever	0
a message	 weight	a cloud	0
 hair	a cloud	 weight	0
a nose	green	a grandfather	1
green	a nose	a pillow	0
 source	a pillow	a nose	0
 weight	an arm	a thigh	0
to believe	a thigh	an arm	0
an arm	to sell	 grief	1
to sell	an arm	 truth	0
the ground	 truth	an arm	0
 famous	to read	a box	0
a reason	a box	to read	0
a leg	a box	a reason	0
yellow	a reason	a box	0
a story	brown	to speak	0
 country	to speak	brown	0
 power	a shoe	 under	0
a bed	 under	a shoe	0
yellow	 source	a picture	0
 money	a picture	 source	0
a needle	a message	 money	0
to hear	 money	a message	0
a toe	a shirt	to choose	0
a heel	to choose	a shirt	0
a shirt	an item	 naked	1
an item	a shirt	a toe	0
a knife	a toe	a shirt	0
to grow	to forget	 life	0
to win	 life	to forget	0
a message	to win	 powerful	0
a ladder	 powerful	to win	0
 cheap	to carry	 naked	1
to carry	 cheap	 truth	0
blue	 truth	 cheap	1
 truth	blue	to hear	1
 sad	to hear	yellow	1
to hear	 sad	 under	1
 famous	a gift	 source	0
to read	 source	a gift	0
to destroy	 dirt	 clever	0
to speak	 clever	 dirt	0
 thick	white	a story	1
white	 thick	a mistake	1
 pain	 dish	a reason	1
 dish	 pain	the ground	1
red	a boot	a message	1
a boot	red	 memory	1
a nose	to win	 weak	0
a business	 weak	to win	0
to know	a message	 power	1
a message	to know	 sad	1
gray	 milk	a reason	1
 milk	gray	 dish	1
a heel	a fish	to arrive	0
a boot	to arrive	a fish	0
to deceive	 people	yellow	0
 milk	yellow	 people	1
yellow	 milk	gray	0
 dish	gray	 milk	1
gray	 dish	 pain	1
black	the ground	 clever	1
the ground	black	to hear	0
yellow	to hear	black	1
to hear	yellow	 milk	0
gray	 milk	yellow	0
to choose	 famous	 soft	0
a bed	 soft	 famous	0
a nest	a bed	 country	1
a bed	a nest	a teacher	1
a cheek	a shirt	pink	0
a knife	pink	a shirt	0
to deceive	 people	yellow	1
 people	to deceive	a corner	1
a ladder	 country	to deceive	1
 country	a ladder	a leg	1
 child	 naked	a cheek	1
 naked	 child	a family	0
 thin	a family	 child	0
to disturb	an item	 source	1
an item	to disturb	a woman	1
 sick	a word	an item	1
a word	 sick	 week	1
 memory	green	a knife	1
green	 memory	a gift	1
a collar	 cheap	 truth	1
 cheap	a collar	pink	1
 sad	to hear	yellow	1
to hear	 sad	 week	1
 gentle	a knife	to sell	1
a knife	 gentle	to bother	1
a cheek	 clothes	a shirt	0
pink	a shirt	 clothes	1
a shirt	pink	a table	1
a picture	a mistake	an arm	1
a mistake	a picture	 power	1
to sell	a needle	 gentle	1
a needle	to sell	 truth	1
 power	a message	to know	0
yellow	to know	a message	0
to read	 source	a picture	1
 source	to read	a word	1
a mistake	 thin	a bed	0
a nest	a bed	 thin	0
a corner	to deceive	 life	0
 powerful	 life	to deceive	0
 weak	 weight	 cheap	1
 weight	 weak	a business	1
to bother	 gentle	a bed	1
 gentle	to bother	 chest	1
 chest	to disturb	a woman	0
to carry	a woman	to disturb	0
to win	a ladder	a leg	1
a ladder	to win	a nose	1
 life	to steal	green	0
to seek	green	to steal	0
 powerful	 life	 dirt	1
 life	 powerful	 soft	1
to read	 source	a picture	1
 source	to read	a word	1
orange	 power	 soft	0
a bed	 soft	 power	0
a mistake	 thin	 meat	0
a reason	 meat	 thin	0
green	to destroy	 life	1
to destroy	green	 memory	1
 grief	a leg	to melt	0
to eat	to melt	a leg	0
to know	a message	 power	0
orange	 power	a message	0
yellow	to forget	a chair	1
to forget	yellow	to hear	1
an item	to hear	yellow	1
to hear	an item	to disturb	1
to carry	a woman	a family	0
 dirt	a family	a woman	0
gray	 milk	a reason	1
 milk	gray	 dish	1
a ladder	 country	to deceive	1
 country	a ladder	to win	1
an item	to speak	 sad	1
to speak	an item	to disturb	1
red	a boot	a message	0
 power	a message	a boot	0
to destroy	 dirt	 clever	0
to speak	 clever	 dirt	0
 famous	a box	to grow	1
a box	 famous	 soft	1
to lose	a business	 dirt	0
to destroy	 dirt	a business	0
 grief	a thigh	a pillow	0
a nest	a pillow	a thigh	0
to carry	a woman	a family	0
 dirt	a family	a woman	0
a mistake	 thin	 meat	0
a reason	 meat	 thin	0
a nose	to win	 weak	1
to win	a nose	 people	1
 chest	to bother	yellow	1
to bother	 chest	a grandfather	1
a shelf	to arrive	a boot	1
to arrive	a shelf	to grow	1
to bother	 soft	a bed	0
a nest	a bed	 soft	0
to choose	 famous	 soft	1
 famous	to choose	a boot	1
 thin	 famous	to choose	0
a boot	to choose	 famous	0
 meat	 weak	a business	0
to lose	a business	 weak	0
an item	to speak	 sad	1
to speak	an item	to disturb	1
red	to choose	 thin	0
 country	 thin	to choose	0
a business	a needle	a collar	0
 gentle	a collar	a needle	0
 memory	 truth	a box	1
 truth	 memory	 grass	1
a collar	a knife	a business	1
a knife	a collar	 powerful	1
to choose	a leg	to lose	0
 thick	to lose	a leg	0
to eat	a collar	 powerful	0
 clever	 powerful	a collar	1
 powerful	 clever	to know	0
a teacher	to know	 clever	1
to know	a teacher	a boot	1
 power	brown	to believe	0
 life	to believe	brown	1
to believe	 life	 clothes	1
a mistake	 other	a cloud	1
 other	a mistake	 dish	1
to win	purple	an item	0
white	an item	purple	1
an item	white	to eat	1
a month	the ground	a story	1
the ground	a month	to arrive	0
red	to arrive	a month	0
a boot	a teacher	 sick	0
to hear	 sick	a teacher	0
red	to choose	 thin	0
 country	 thin	to choose	0
purple	an arm	to lose	0
 thick	to lose	an arm	0
a knife	to destroy	a cheek	1
to destroy	a knife	a collar	1
green	to speak	a table	0
 noise	a table	to speak	0
a message	a nose	 pain	0
to deceive	 pain	a nose	1
 pain	to deceive	to steal	0
a cheek	to steal	to deceive	0
green	to speak	a table	0
to sell	a table	to speak	1
a table	to sell	 weight	1
a roof	a corner	a toe	1
a corner	a roof	 truth	1
a vein	gray	to eat	0
to melt	to eat	gray	1
to eat	to melt	to speak	1
a pillow	a box	a toe	1
a box	a pillow	 hair	0
a grandfather	 hair	a pillow	1
 hair	a grandfather	to add	0
a shoe	to add	a grandfather	1
to add	a shoe	 meat	1
a table	to hear	 life	0
 clothes	 life	to hear	0
 money	to bother	a teacher	0
a boot	a teacher	to bother	0
a message	a nose	 pain	1
a nose	a message	a reason	0
a bed	a reason	a message	0
 source	a word	green	1
a word	 source	 chest	1
an arm	 milk	to teach	1
 milk	an arm	to lose	0
to carry	to lose	an arm	1
to lose	to carry	 people	0
a cloud	 people	to carry	0
a boot	to teach	 sick	0
to hear	 sick	to teach	0
gray	a boot	 meat	1
a boot	gray	to eat	1
brown	a gift	a pillow	0
to seek	a pillow	a gift	0
 powerful	a collar	 gentle	1
a collar	 powerful	 clever	0
a nose	 clever	 powerful	0
to add	a grandfather	 naked	0
to read	 naked	a grandfather	0
a picture	 under	 truth	1
 under	a picture	 grief	0
to deceive	 grief	a picture	1
 grief	to deceive	to steal	0
a cheek	to steal	to deceive	0
to hear	 sick	 famous	0
 clever	 famous	 sick	0
 hair	a bed	to seek	0
 thin	to seek	a bed	0
to arrive	 week	orange	1
 week	to arrive	red	1
 soft	to grow	 thick	0
to bother	 thick	to grow	0
to destroy	purple	 power	0
 under	 power	purple	0
a shoe	to add	a teacher	0
a boot	a teacher	to add	0
a knife	to destroy	a cheek	1
to destroy	a knife	a collar	1
an item	green	to eat	0
to teach	to eat	green	0
a box	to know	 life	0
 naked	 life	to know	0
a shoe	to add	a teacher	0
a boot	a teacher	to add	0
a bed	a mistake	 dish	0
yellow	 dish	a mistake	1
 dish	yellow	a leg	1
 people	to carry	a nest	0
a needle	a nest	to carry	0
a reason	a message	 grief	1
a message	a reason	a box	1
to deceive	 pain	 cheap	0
a gift	 cheap	 pain	1
 cheap	a gift	brown	1
 sad	 dirt	a story	1
 dirt	 sad	 famous	0
pink	 famous	 sad	1
 famous	pink	to eat	0
to melt	to eat	pink	1
to eat	to melt	to speak	1
a cloud	 people	 life	0
 clothes	 life	 people	0
a leg	white	 other	0
a mistake	 other	white	1
 other	a mistake	 dish	0
yellow	 dish	a mistake	1
 dish	yellow	a thigh	1
to eat	gray	 power	1
gray	to eat	to melt	0
to speak	to melt	to eat	0
a pillow	a box	a toe	1
a box	a pillow	to seek	1
 gentle	a shirt	 weak	0
black	 weak	a shirt	0
to believe	brown	 power	1
brown	to believe	a box	1
 thick	to lose	to carry	0
 people	to carry	to lose	1
to carry	 people	a cloud	1
 grass	 memory	 cheap	0
a gift	 cheap	 memory	1
 cheap	a gift	brown	1
a collar	a knife	a business	1
a knife	a collar	 gentle	1
a bed	a reason	a box	1
a reason	a bed	 hair	0
a grandfather	 hair	a bed	1
 hair	a grandfather	to add	1
 meat	a shoe	 milk	0
an arm	 milk	a shoe	0
orange	 week	to arrive	0
red	to arrive	 week	0
 pain	a cheek	a message	1
a cheek	 pain	 cheap	1
a knife	to destroy	a cheek	1
to destroy	a knife	a business	1
 child	a story	a ladder	1
a story	 child	the ground	1
a box	to believe	 life	0
 clothes	 life	to believe	0
 dish	a mistake	a bed	0
 hair	a bed	a mistake	0
 power	black	 other	1
black	 power	 under	1
to hear	 sick	 famous	0
pink	 famous	 sick	0
black	 sick	to hear	1
 sick	black	 other	1
 truth	a roof	a shirt	1
a roof	 truth	a box	0
a toe	a box	 truth	0
 cheap	 naked	to disturb	1
 naked	 cheap	 dish	1
 grass	orange	to deceive	1
orange	 grass	 other	1
a reason	 sad	a shelf	1
 sad	a reason	 famous	1
a month	to hear	a fish	1
to hear	a month	the ground	1
a grandfather	 truth	to speak	0
 hair	to speak	 truth	0
a cloud	blue	yellow	0
a table	yellow	blue	0
 pain	 memory	to add	1
 memory	 pain	to steal	1
to carry	to lose	a thigh	1
to lose	to carry	brown	1
a nose	to read	a month	0
pink	a month	to read	0
a shirt	green	yellow	0
 power	yellow	green	0
a month	to hear	a fish	1
to hear	a month	pink	1
a grandfather	 truth	to speak	0
 hair	to speak	 truth	0
 sick	a corner	a mistake	1
a corner	 sick	a reason	1
 under	to melt	to arrive	1
to melt	 under	a message	1
a ladder	 meat	 truth	1
 meat	a ladder	a story	0
a box	a story	a ladder	1
a story	a box	a mistake	1
a corner	to disturb	 thick	1
to disturb	a corner	 sick	0
a reason	 sick	a corner	1
 sick	a reason	 famous	1
 other	 dirt	to eat	0
green	to eat	 dirt	1
to eat	green	to deceive	1
 noise	a collar	 people	0
blue	 people	a collar	0
a reason	 sad	a shelf	1
 sad	a reason	 famous	1
 week	 gentle	 money	1
 gentle	 week	pink	1
 child	a gift	 clothes	1
a gift	 child	to seek	1
a month	to hear	a fish	1
to hear	a month	the ground	0
a boot	the ground	a month	1
the ground	a boot	a woman	0
a heel	a woman	a boot	0
to know	a leg	an item	1
a leg	to know	a fish	0
 truth	a fish	to know	1
a fish	 truth	to speak	0
 hair	to speak	 truth	0
to steal	 pain	to add	1
 pain	to steal	purple	1
a table	yellow	a cloud	1
yellow	a table	red	0
to deceive	red	a table	1
red	to deceive	white	1
a gift	a grandfather	a cheek	0
a collar	a cheek	a grandfather	1
a cheek	a collar	 noise	1
 people	a shirt	to disturb	1
a shirt	 people	blue	0
yellow	blue	 people	1
blue	yellow	a cloud	1
 child	a box	a mistake	0
 famous	a mistake	a box	0
 naked	a word	 hair	1
a word	 naked	 cheap	1
 thick	to bother	a fish	0
 truth	a fish	to bother	0
a bed	 country	blue	1
 country	a bed	a toe	0
a roof	a toe	a bed	0
 people	a shirt	to disturb	1
a shirt	 people	a fish	1
 child	a box	a mistake	0
a leg	a mistake	a box	0
white	to deceive	a chair	1
to deceive	white	yellow	0
a table	yellow	white	0
 sad	a cloud	 power	0
orange	 power	a cloud	0
red	a table	to read	0
a nose	to read	a table	0
a bed	 country	blue	0
a cloud	blue	 country	1
blue	a cloud	 sad	1
 clever	 money	to sell	0
a chair	to sell	 money	1
to sell	a chair	to read	0
a nose	to read	a chair	0
pink	 week	the ground	1
 week	pink	a pillow	0
to destroy	a pillow	pink	0
a ladder	 milk	a knife	0
to lose	a knife	 milk	1
a knife	to lose	to carry	0
brown	to carry	to lose	0
a shirt	green	a nest	0
 chest	a nest	green	0
 pain	 memory	to add	0
a word	to add	 memory	1
to add	a word	 naked	1
 source	 life	a cheek	1
 life	 source	 famous	0
 weak	 famous	 source	0
 weight	a business	a cheek	1
a business	 weight	 thin	0
to arrive	 thin	 weight	0
to melt	a boot	a woman	0
a heel	a woman	a boot	1
a woman	a heel	a roof	1
to destroy	a pillow	a toe	0
a roof	a toe	a pillow	1
a toe	a roof	a story	1
to melt	a boot	a roof	0
a story	a roof	a boot	1
a roof	a story	a box	0
 child	a box	a story	0
 weak	 famous	to hear	0
a month	to hear	 famous	0
 people	a collar	 noise	1
a collar	 people	blue	1
red	a table	to read	0
a nose	to read	a table	0
 famous	a reason	to speak	0
 hair	to speak	a reason	0
a cloud	red	yellow	0
a teacher	yellow	red	0
to destroy	a bed	a toe	0
a roof	a toe	a bed	1
a toe	a roof	a story	0
a box	a story	a roof	1
a story	a box	a mistake	0
a leg	a mistake	a box	0
 grief	 weak	to bother	1
 weak	 grief	to steal	1
 powerful	to arrive	 country	0
a bed	 country	to arrive	1
 country	a bed	a toe	0
to choose	a toe	a bed	0
to carry	to lose	a thigh	1
to lose	to carry	brown	1
a gift	a grandfather	a cheek	0
a collar	a cheek	a grandfather	1
a cheek	a collar	 people	1
 money	 soft	 week	0
the ground	 week	 soft	1
 week	the ground	a boot	0
to melt	a boot	the ground	0
 gentle	 source	 famous	0
 weak	 famous	 source	0
to steal	 pain	to add	1
 pain	to steal	purple	1
to sell	 money	 clever	1
 money	to sell	a chair	1
 people	a shirt	to disturb	1
a shirt	 people	a fish	1
to lose	a needle	an arm	1
a needle	to lose	to carry	1
a family	white	 grass	1
white	a family	a cheek	1
to forget	 hair	to disturb	1
 hair	to forget	to carry	0
 thin	to carry	to forget	0
 weak	 famous	to hear	1
 famous	 weak	 grief	0
to add	 grief	 weak	0
a nose	to read	a month	0
the ground	a month	to read	0
 life	 dish	a ladder	1
 dish	 life	a cheek	0
to win	a cheek	 life	0
 hair	to speak	a month	0
pink	a month	to speak	0
to choose	a toe	a roof	1
a toe	to choose	 country	0
a bed	 country	to choose	0
a bed	a fish	to carry	1
a fish	a bed	to sell	1
to disturb	 sad	a heel	1
 sad	to disturb	black	1
 cheap	 thin	 dirt	1
 thin	 cheap	a cheek	1
a vein	a heel	to melt	1
a heel	a vein	a picture	1
a shelf	a thigh	to deceive	1
a thigh	a shelf	 money	0
to eat	 money	a shelf	0
 memory	a nose	purple	1
a nose	 memory	 source	0
green	 source	 memory	0
 clever	to read	a collar	1
to read	 clever	to steal	1
 week	a cloud	a month	1
a cloud	 week	 milk	1
to bother	a gift	an item	0
to lose	an item	a gift	0
a grandfather	to know	a corner	1
to know	a grandfather	brown	1
to speak	a table	a teacher	0
a woman	a teacher	a table	1
a teacher	a woman	a gift	1
to win	 life	gray	1
 life	to win	to hear	1
a leg	a mistake	a needle	0
 noise	a needle	a mistake	0
 thin	a boot	 clothes	0
 sick	 clothes	a boot	0
gray	a family	brown	0
 meat	brown	a family	1
brown	 meat	a bed	1
 child	 powerful	a box	1
 powerful	 child	a boot	1
a word	 milk	a bed	0
to sell	a bed	 milk	1
a bed	to sell	to know	0
a grandfather	to know	to sell	0
 thick	purple	to choose	0
 powerful	to choose	purple	1
to choose	 powerful	 child	0
a boot	 child	 powerful	0
 thick	purple	to choose	0
 powerful	to choose	purple	1
to choose	 powerful	 child	1
a teacher	a chair	to speak	1
a chair	a teacher	a woman	0
a gift	a woman	a teacher	0
to forget	 country	 hair	0
 naked	 hair	 country	1
 hair	 naked	a shirt	0
a toe	a shirt	 naked	0
 cheap	 thin	 dirt	1
 thin	 cheap	a cheek	1
a shelf	a thigh	to deceive	1
a thigh	a shelf	 money	1
 naked	 hair	 sick	1
 hair	 naked	a shirt	0
a toe	a shirt	 naked	0
 under	 famous	 child	0
a boot	 child	 famous	0
a leg	a reason	a corner	0
 dish	a corner	a reason	1
a corner	 dish	blue	0
a knife	blue	 dish	0
a corner	to believe	a grandfather	0
brown	a grandfather	to believe	1
a grandfather	brown	 meat	0
a bed	 meat	brown	0
a reason	 gentle	to grow	0
a message	to grow	 gentle	1
to grow	a message	to seek	0
to destroy	to seek	a message	0
to choose	pink	 thick	1
pink	to choose	 powerful	1
a gift	a woman	a boot	1
a woman	a gift	to bother	1
to carry	to eat	a bed	1
to eat	to carry	a chair	0
a teacher	a chair	to carry	1
a chair	a teacher	a woman	1
 country	to steal	to arrive	0
orange	to arrive	to steal	0
 sad	to add	a needle	0
 noise	a needle	to add	0
an item	a box	 money	1
a box	an item	to lose	0
to believe	to lose	an item	0
 gentle	a collar	a toe	0
to melt	a toe	a collar	0
 weight	a ladder	 truth	1
a ladder	 weight	 power	0
a box	 power	 weight	0
a nest	 noise	black	0
red	black	 noise	1
black	red	a business	1
 meat	brown	red	0
a business	red	brown	0
a nose	 grief	to add	0
 sad	to add	 grief	0
to believe	to lose	to hear	0
a collar	to hear	to lose	0
black	to disturb	a cloud	0
 week	a cloud	to disturb	0
red	black	a shoe	1
black	red	a business	1
to speak	a table	a teacher	0
a woman	a teacher	a table	0
to forget	 country	 hair	1
 country	to forget	a needle	0
 noise	a needle	to forget	1
a needle	 noise	a nest	0
a table	a nest	 noise	1
a nest	a table	to speak	1
a corner	to believe	a grandfather	0
brown	a grandfather	to believe	0
a month	gray	a knife	1
gray	a month	 life	0
to win	 life	a month	1
 life	to win	to hear	1
 soft	orange	a ladder	1
orange	 soft	to grow	1
a woman	a teacher	yellow	1
a teacher	a woman	a gift	1
brown	a grandfather	gray	1
a grandfather	brown	 meat	0
a bed	 meat	brown	0
 famous	 truth	a corner	1
 truth	 famous	 under	1
a business	red	a knife	0
a roof	a knife	red	0
to melt	a toe	a vein	0
a picture	a vein	a toe	0
a business	red	a knife	0
a roof	a knife	red	0
a nest	 noise	black	1
 noise	a nest	a table	0
to speak	a table	a nest	0
orange	to arrive	 powerful	0
 child	 powerful	to arrive	0
a family	a picture	pink	1
a picture	a family	gray	1
 naked	a pillow	a vein	0
a mistake	a vein	a pillow	0
to choose	to speak	to steal	0
 money	to steal	to speak	1
to steal	 money	white	1
 hair	a family	to bother	1
a family	 hair	a nose	0
 sad	a nose	 hair	0
a box	 clothes	a table	1
 clothes	a box	 people	1
 cheap	 gentle	blue	0
a business	blue	 gentle	0
a word	a gift	 people	0
 power	 people	a gift	0
to believe	 powerful	green	1
 powerful	to believe	black	1
a teacher	a ladder	 source	1
a ladder	a teacher	gray	1
 life	a ladder	a teacher	0
to teach	a teacher	a ladder	1
a teacher	to teach	gray	1
a cheek	white	to sell	1
white	a cheek	 truth	1
a corner	a cloud	an item	0
 thick	an item	a cloud	1
an item	 thick	 clever	1
 clothes	 meat	a boot	0
orange	a boot	 meat	0
 gentle	blue	to sell	1
blue	 gentle	 cheap	1
a cloud	 pain	to destroy	0
the ground	to destroy	 pain	0
a picture	to disturb	a nest	1
to disturb	a picture	a collar	1
a box	 hair	a nose	0
 sad	a nose	 hair	0
to forget	pink	to sell	1
pink	to forget	a grandfather	0
 hair	a grandfather	to forget	0
 people	a nest	a reason	1
a nest	 people	 power	0
to believe	 power	 people	1
 power	to believe	a grandfather	1
a cloud	 pain	to speak	0
to steal	to speak	 pain	0
white	to sell	 money	0
a family	 money	to sell	0
to forget	red	a needle	0
 dish	a needle	red	0
 cheap	 soft	 clever	0
to add	 clever	 soft	1
 clever	to add	a heel	1
a box	 clothes	a table	1
 clothes	a box	 people	1
to carry	 country	 power	0
green	 power	 country	0
to bother	 country	to carry	0
a chair	to carry	 country	0
 truth	a cheek	 sad	0
 milk	 sad	a cheek	0
 people	a box	a woman	1
a box	 people	 power	0
green	 power	 people	0
 source	a ladder	a teacher	0
gray	a teacher	a ladder	0
a nest	to disturb	a picture	1
to disturb	a nest	 people	0
 power	 people	a nest	1
 people	 power	green	1
 meat	green	to sell	0
white	to sell	green	1
to sell	white	a shelf	0
a woman	a shelf	white	0
an item	gray	to forget	1
gray	an item	 thick	1
a reason	a nest	 people	0
 power	 people	a nest	1
 people	 power	green	1
to forget	purple	a business	1
purple	to forget	a bed	0
 naked	a bed	to forget	1
a bed	 naked	a toe	0
a knife	a toe	 naked	0
 grass	 life	to bother	1
 life	 grass	to eat	1
 weak	 thin	 clever	1
 thin	 weak	to disturb	1
a knife	a toe	to win	0
 pain	to win	a toe	1
to win	 pain	a cloud	1
a vein	a bed	 naked	0
a box	 naked	a bed	0
 life	a bed	a vein	1
a bed	 life	 grass	0
a story	 grass	 life	0
 powerful	black	a cheek	1
black	 powerful	green	0
a month	green	 powerful	0
 powerful	orange	a month	1
orange	 powerful	to believe	0
black	to believe	 powerful	0
a toe	 naked	a box	1
 naked	a toe	a knife	1
 cheap	 gentle	blue	0
to sell	blue	 gentle	0
to believe	 gentle	 cheap	1
 gentle	to believe	black	0
 meat	black	to believe	0
the ground	to destroy	 money	0
a family	 money	to destroy	0
to hear	to seek	purple	1
to seek	to hear	to steal	1
to speak	 grief	a cloud	0
a corner	a cloud	 grief	0
 people	a box	a woman	1
a box	 people	 power	0
green	 power	 people	0
 weak	 thick	 clever	1
 thick	 weak	blue	0
 powerful	blue	 weak	0
a gift	a woman	to grow	0
to know	to grow	a woman	1
to grow	to know	black	1
to steal	to speak	to choose	0
purple	to choose	to speak	0
a shelf	black	a cheek	1
black	a shelf	a woman	1
a pillow	to read	to steal	1
to read	a pillow	 naked	0
a toe	 naked	a pillow	0
to teach	 child	to grow	0
to know	to grow	 child	1
to grow	to know	a bed	1
an arm	a knife	 dish	0
a shoe	 dish	a knife	0
to sell	gray	an item	0
 thick	an item	gray	0
a nest	to bother	a grandfather	1
to bother	a nest	a reason	1
white	to sell	 money	0
a family	 money	to sell	0
 child	a leg	 under	1
a leg	 child	to grow	0
to know	to grow	 child	1
to grow	to know	a grandfather	1
 sad	a nose	 truth	1
a nose	 sad	 milk	1
to bother	a family	 hair	1
a family	to bother	a nest	1
blue	 soft	 cheap	1
 soft	blue	to sell	1
 memory	 week	to seek	1
 week	 memory	to read	0
a pillow	to read	 memory	0
green	 power	to believe	0
black	to believe	 power	0
 source	a ladder	a teacher	0
to teach	a teacher	a ladder	1
a teacher	to teach	gray	1
 cheap	 gentle	blue	0
to sell	blue	 gentle	0
 hair	a grandfather	to bother	0
a nest	to bother	a grandfather	0
 dish	a knife	an arm	1
a knife	 dish	a shoe	1
orange	a needle	 weight	0
a nose	 weight	a needle	0
a box	a teacher	purple	0
 meat	purple	a teacher	0
 week	green	 under	0
a message	 under	green	0
 grief	 soft	 clothes	0
a business	 clothes	 soft	0
to forget	 chest	 sad	0
 weak	 sad	 chest	1
 sad	 weak	 sick	0
to destroy	 sick	 weak	0
a nest	 other	black	0
 gentle	black	 other	1
black	 gentle	 grief	0
 dish	 grief	 gentle	0
a heel	to believe	to lose	0
a word	to lose	to believe	0
a toe	a leg	blue	1
a leg	a toe	to know	1
to believe	to bother	a picture	1
to bother	to believe	a heel	1
a shelf	 country	black	1
 country	a shelf	 clever	1
a heel	 truth	to choose	0
 people	to choose	 truth	0
 famous	 powerful	a pillow	1
 powerful	 famous	a corner	1
a box	 child	 dirt	1
 child	a box	 hair	0
to sell	 hair	a box	0
a corner	 famous	 money	0
a ladder	 money	 famous	0
a chair	 memory	 dish	1
 memory	a chair	red	1
a woman	a fish	to disturb	1
a fish	a woman	 thin	1
a mistake	black	 gentle	0
 soft	 gentle	black	1
